created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,Label
2023-10-19 02:06:38+00:00,1714825351715856780,seperti pak ganjar prof mahfud menjawab pertanyaan milenial dengan mencontohkan keluarganya sendiri dan pengalamannya selama jadi ketua mk dan menteri pak   keren rekam jejak membuktikan  ganjar mahfud  orang baik pilih orang baik httpstcosahktyhp,2,16,66,189,in,154435354,1714825351715856780,ch_chotimah2,https://twitter.com/ch_chotimah2/status/1714825351715856780,Netral
2023-10-19 02:02:53+00:00,1714824409381511644,masih kebingungan saudarasaudara sepertinya masih pengen cawapresnya gibran   yg pasti aja lah pilih ganjar mahfud  httpstcoquridaffu,1,20,26,134,in,84221579,1714824409381511644,narkosun,https://twitter.com/narkosun/status/1714824409381511644,Netral
2023-10-19 02:01:51+00:00,1714824149124968788,jawaban cerdas pak  ketika ditanya apakah akan memberi karpet merah pada mas alam ganjar  inilah kenapa saya getol mendukung beliaukarna gak haus kekuasaan httpstcomzresrvo,0,1,31,114,in,1168705905015148546,1714824149124968788,BungkusTukang,https://twitter.com/BungkusTukang/status/1714824149124968788,Netral
2023-10-19 01:54:59+00:00,1714822419914108986,ayo para pendukung ganjar yg akunnya mau dipromot daftar di sini ,2,37,48,209,in,1303615921550835712,1714822419914108986,RaniKancana,https://twitter.com/RaniKancana/status/1714822419914108986,Netral
2023-10-19 01:50:44+00:00,1714821350492418238,maluku for ganjar tgl   dendang maluku for ganjar   ganjar mahfud  orang baik pilih orang baik httpstcoeqvzcty,2,6,46,116,in,1393496219264032768,1714821350492418238,JatimDkgGanjar,https://twitter.com/JatimDkgGanjar/status/1714821350492418238,Netral
2023-10-19 01:48:39+00:00,1714820827198435558,pendukung ganjar  mahfud merapat sila like n rt otomatis follow  httpstcokbndvlnjdp,1,6,54,195,in,99743594,1714820827198435558,ike_hw71,https://twitter.com/ike_hw71/status/1714820827198435558,Netral
2023-10-19 01:44:02+00:00,1714819664923308541,alasan pilih jokowi  dia bukan anak siapa tdk bawa siapa ayahnya dia pekerja keras punya integritas maka alasan yg sama unt dukung ganjarmahfud  mrk bukan anak siapa tdk bawa siapa ayahnya mrk pekerja keras punya integritas pengalaman amp  rekam jejak  inilah httpstcoofahozbm,9,155,186,901,in,45602536,1714819664923308541,GunRomli,https://twitter.com/GunRomli/status/1714819664923308541,Netral
2023-10-19 01:22:47+00:00,1714814315612741857,kalau kek gini sih nama pak jokowi dan keluarga jadi jelek semua akibat kakek yg ngebet pengen jadi pleciden ayo  maju aja jadi cawapres kakek kita lihat nanti apakah rakyat akan memilih   saya tetap akan berada di garis pak ganjarmahfud kita adu prestasi httpstcoxkgnymgip,13,126,344,742,in,2156465923,1714814315612741857,yusuf_dumdum,https://twitter.com/yusuf_dumdum/status/1714814315612741857,Netral
2023-10-19 01:20:01+00:00,1714813618678833378,relawan gotong royong mengantarkan ganjarmahfud ke kpu besok   httpstcotmwqqzypcf,0,14,14,134,in,45602536,1714813618678833378,GunRomli,https://twitter.com/GunRomli/status/1714813618678833378,Netral
2023-10-19 01:18:48+00:00,1714813315015405906,insya allah akan memimpin indonesia menjadi idola keluargakelurga di indonesia   ganjar  mahfud httpstcooutksfv,2,53,53,402,in,45602536,1714813315015405906,GunRomli,https://twitter.com/GunRomli/status/1714813315015405906,Netral
2023-10-19 00:34:10+00:00,1714802083424272864,kalo ps paling jawabnya gizi lagi makan gratis lagi  orang cerdas pilih capres cerdas orang baik pilih orang baik  momen penanya pertama pada deklarasi ganjar mahfud terkait mental health pak ganjar menjabarkan bagaimana langkah dalam menyelesaikan problem tentang mental httpstcowtwmned,5,36,121,432,in,154435354,1714802083424272864,ch_chotimah2,https://twitter.com/ch_chotimah2/status/1714802083424272864,Negatif
2023-10-19 00:32:35+00:00,1714801685674271072,selamat pagi sahabat ganjar apakah kalian juga bahagia dan puas atas terpilihnya prof mahfud md sbg cawapres ganjar pranowo aku sih iyesss banget pasangan paling ideal pasangan terbaik   orang baik pilih orang baik httpstcoyxcmsuhfj,2,18,62,186,in,1248538148990152704,1714801685674271072,Ghurem2,https://twitter.com/Ghurem2/status/1714801685674271072,Positif
2023-10-19 00:24:26+00:00,1714799632835080543, fenomena gibran itu adalah adalah kegagalan manuver jokowi untuk kesekian kalinya dalam politik indonesia saat ini  dan terlalu percaya diri megawati mengusung ganjarmahfud  adalah pertanda bahwa aniesimin akan memenangkan pilpres    sekedar suara rakyat jelita,2,44,17,244,in,1578452565679026176,1714770516643545097,ChoirulAnwar999,https://twitter.com/ChoirulAnwar999/status/1714799632835080543,Netral
2023-10-19 00:09:53+00:00,1714795972612763895,luar biasa pak ganjar   ganjar pranowo tak ingin beri keistimewaan kepada anak jika jadi presiden  mulanya ganjar mendapat pertanyaan soal upaya pemberian karpet merah untuk anak ganjar ketika jadi presiden nanti  pak ganjar pranowo mengatakan bahwa kekuasaan ada batasnya httpstcohosburj,1,5,56,190,in,382522068,1714795972612763895,_Rizmaya__,https://twitter.com/_Rizmaya__/status/1714795972612763895,Netral
2023-10-19 00:04:12+00:00,1714794539284922773,kemaren itu bahagia sekali setelah sedih beberapa waktu   deklarasi mereka seperti obat penawarnya   gaspoll ganjar  mahfud ,1,18,27,142,in,1303615921550835712,1714794539284922773,RaniKancana,https://twitter.com/RaniKancana/status/1714794539284922773,Netral
2023-10-18 23:36:33+00:00,1714787582545129762,h muhammad rawi ketua umum ikama kemarin pendukung berat anies baswedan karena putera madura mahfud md menjadi cawapres beliau langsung menyatakan dukung  barakallah  waalaikumusalam warahmatullahi wabarakatuh ganjar mahfud menang satu putaran httpstcodkyczkkwj,3,10,55,167,in,1140084771453714432,1714787582545129762,RizkiR4madani,https://twitter.com/RizkiR4madani/status/1714787582545129762,Netral
2023-10-18 23:33:36+00:00,1714786842015596593,dengan memilih ganjarmahfud harapan penegakkan hukum berjalan efektif dan benar semakin besar  orang baik pilih orang baik httpstconktgowmn,1,13,24,111,in,219548433,1714786842015596593,hansssolo,https://twitter.com/hansssolo/status/1714786842015596593,Netral
2023-10-18 23:26:59+00:00,1714785175140479421,kita komit amp  konsisten memilih mendukung ganjar pranowo sejauh ini meskipun di dalam prosesnya banyak riak yang terkait koalisi partai yang kurus sampai ke soal arah telunjuk amp  kader yang akan dibajak tapi terbukti kita kokoh tak terpengaruh atau menciut dan akhirnya httpstcosjvqdgwspg,3,5,43,152,in,980685208969031680,1714785175140479421,SantorinisSun,https://twitter.com/SantorinisSun/status/1714785175140479421,Netral
2023-10-18 23:01:02+00:00,1714778644613312800,apakah kalian berpikir ibu megawati ga tahu ada permainan apa di belakangnya  dia tahu  cuma bedanya sekarang dia tidak frontal ngomong di publik tapi menunjukkan perlawanan dengan deklarasi ganjar mahfud ,0,27,25,153,in,214159664,1714778644613312800,Paltiwest,https://twitter.com/Paltiwest/status/1714778644613312800,Netral
2023-10-18 21:02:38+00:00,1714748847358873677,sandiaga mengaku hatinya teriris usai mahfud md diumumkan sebagai bakal calon wakil presiden mendampingi ganjar  hati teriris tapi muka tersenyum kata sandiaga httpstcoukzatyrjq,16,142,160,465,in,1138950541180936192,1714748847358873677,hc_poirot,https://twitter.com/hc_poirot/status/1714748847358873677,Netral
2023-10-18 20:31:20+00:00,1714740971525820450,gagal jadi cawapres sandiaga akan masuk tim pemenangan ganjar httpstcoahjykkibr,33,165,41,379,in,17128975,1714740971525820450,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1714740971525820450,Netral
2023-10-18 17:05:05+00:00,1714689064686022664,saya ditanya bang kenapa mmd yang mendampingi ganjar saya menjawab setidaknya ada  alasan pertama mengurangi kekuatan jokowi sebagai petugas partai yang saat ini asik bermanuver nah alasan kedua hensat,6,54,48,338,in,102938290,1714689064686022664,satriohendri,https://twitter.com/satriohendri/status/1714689064686022664,Netral
2023-10-18 16:51:21+00:00,1714685608919191888,wajah  tanah sengketa   lihat ganjar ingat wadas  lihat mahfud ingat rempang,3,17,143,276,in,1682627008017350657,1714685608919191888,Resty_J_Cayah,https://twitter.com/Resty_J_Cayah/status/1714685608919191888,Netral
2023-10-18 16:48:14+00:00,1714684826761253100,prof mahmudehhh mahfud md langsung ngegas kritik pemerintahan jokowi yang pertama dia kritik keras adalah bidang hukum  penegakkan hukum  dan kurangnya pengelolaan sda cawapres mahfud kritik kemenkopolhukam dan menkumham dan jokowi   ganjar terlihat kesal manyuuunn  httpstcovrydxqneg,191,821,734,2058,in,1038483432391634944,1714684826761253100,RomitsuT,https://twitter.com/RomitsuT/status/1714684826761253100,Netral
2023-10-18 16:34:25+00:00,1714681350111064518,kadri mohamad musisi yang juga advokat melempar pertanyaan ke pak ganjar begini  saya pernah bertemu dengan alam ganjar anaknya pintar dan punya kompetensi apakah jika mas ganjar menjadi presiden nanti akan memberikan karpet merah buat anaknya  nakal ga sih pertanyaannya httpstcovpqxbgyu,5,42,81,468,in,904714474132606977,1714681350111064518,HensuAja,https://twitter.com/HensuAja/status/1714681350111064518,Netral
2023-10-18 16:29:46+00:00,1714680179241742627,akhirnya  putra madura akan menjadi orang nomor  di republik ini   ini takdir tuhan  mahfud menjadi cawapres ganjar  bupati sumenep   bukti sdm madura tak kalah dari sdm daerah lain    httpstcoclarppqezn httpstcoywztlbr,2,13,23,121,in,972357839279673344,1714680179241742627,FaGtng,https://twitter.com/FaGtng/status/1714680179241742627,Netral
2023-10-18 16:22:00+00:00,1714678222758252986,pasca dideklarasikannya mahfud md sbg cawapres ganjar pranowo tokoh besar madura h rawi pimpinan  ikama  ormas terbesar madura langsung tinggalkan amin    menurut h rawi  jika  orang madura mendpt kerepotan maka semua harus ikut repot sbg bentuk gotongroyong  ganjar mahfud httpstcoqlvridq,7,44,134,472,in,1248538148990152704,1714678222758252986,Ghurem2,https://twitter.com/Ghurem2/status/1714678222758252986,Netral
2023-10-18 16:17:05+00:00,1714676984872374403,analisa yang  keren x pemilu tdk meleset menebak jokowi menang  sekarang menebak pasangan  ganjar vs mahfud   permainan catur pak  mematikan lawan  sepakat pak aplg pak   cawapresnya pak  semakin yakin beliau akan menang satu putaran   httpstcoxexwuw,3,10,39,150,in,1678363470134386689,1714676984872374403,Paramitha234,https://twitter.com/Paramitha234/status/1714676984872374403,Netral
2023-10-18 16:15:04+00:00,1714676479806656968,ganjar pranowo  saya tdk akan memberikan alam ganjar karpet merah tapi sy akan memberikannya baju merah   kekuasaan itu ada batasnya dan kekuasaan itu menggoda karena itu kita harus bisa kontrol diri amp  tahu diri  sahabatganjar httpstcojtryrjba,0,2,47,209,in,228628424,1714676479806656968,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1714676479806656968,Netral
2023-10-18 16:07:55+00:00,1714674678097395933,di depan den ganjar pak mahfud kritik tentang lemahnya penegakan hukum wacanakan perubahan seperti yang digaungkan anies netizen ingatkan jawaban bambang pacul  httpstcoipgbusiqk,6,33,87,121,in,1603708091266396162,1714674678097395933,aly_benzema,https://twitter.com/aly_benzema/status/1714674678097395933,Netral
2023-10-18 16:06:05+00:00,1714674219634798868,jadi cawapres ganjar mahfud md soroti lemahnya penegakan hukum di indonesia httpstcoinwecclb,379,1163,154,1084,in,71436318,1714674219634798868,KompasTV,https://twitter.com/KompasTV/status/1714674219634798868,Netral
2023-10-18 16:05:06+00:00,1714673971659231538,open promote promotore indie labil samigenkz   follow    gotong royong menangkan ganjarmahfud di pilpres   orang baik pilih orang baik  reply samigenkz   tayang kamis  httpstcogsfmolnnai,5,23,53,103,in,1389082210452443138,1714673971659231538,sami86pilang,https://twitter.com/sami86pilang/status/1714673971659231538,Netral
2023-10-18 16:02:02+00:00,1714673199248728572,alasan dibalik terpilihnya mahfud md menjadi cawapres dari ganjar pranowo dibongkar denny siregar mengapa harus mahfud kenapa tidak namanama lain yang punya elektabilitas tinggi dalam berbagai survei semua diulas denny dengan dasar kuat dan penuh kerasionalan berdasarkan httpstcowfuwzlxfvr,1,11,69,153,in,1226725839099707392,1714673199248728572,aan_muba,https://twitter.com/aan_muba/status/1714673199248728572,Netral
2023-10-18 15:59:34+00:00,1714672580546961438,kepada ibu megawati yang terhormat saya ucapkan terimakasih yang mendalam karena telah memilih ganjarmahfud  ,2,18,82,496,in,137057421,1714672580546961438,TaufikDamas,https://twitter.com/TaufikDamas/status/1714672580546961438,Netral
2023-10-18 15:58:31+00:00,1714672314355490946,ketua tpn gp arsjad rasjid dalam deklarasi ganjarmafud bersama anak muda  arsjad rasjid merasa bangga berada disini bukan karena sebagai ketua tim pemenangan tapi sebagai putra bangsa bangga lihat tim penenangan nasional ganjar  mahfud disana ketar ketir lihatnya  httpstcoxbllwrqmbe,1,2,85,226,in,1276794185425670144,1714672314355490946,AnakLolina2,https://twitter.com/AnakLolina2/status/1714672314355490946,Netral
2023-10-18 15:57:01+00:00,1714671935106494780,jejak digital memang kejam    dah  ganjarmahfud emang serasi ewerr ewerr eweer ambyaaarrrr   httpstcoenriracgr httpstcomslweopeb,7,44,74,118,in,1653800082200989697,1714671935106494780,blackshark_7890,https://twitter.com/blackshark_7890/status/1714671935106494780,Netral
2023-10-18 15:52:55+00:00,1714670903903338580,ganjar pranowo kekuasaan itu ada batasnya dan kekuasaan itu menggoda karena itu kita harus bisa kontrol diri dan tahu diri  dan itulah mengapa kita punya konstitusi untuk membatasi kekuasaan tapi kalau orangnya ga punya kontrol diri dan tahu diri ya akhirnya ubah httpstcozxwzahkodv,4,22,86,345,in,214159664,1714670903903338580,Paltiwest,https://twitter.com/Paltiwest/status/1714670903903338580,Netral
2023-10-18 15:50:17+00:00,1714670244055470269,wajahwajah ceria di acara deklarasi dukungan generasi milenial untuk gama  ganjar mahfud  ganjarmahfud httpstcoqgpoegl,2,6,23,133,in,904714474132606977,1714670244055470269,HensuAja,https://twitter.com/HensuAja/status/1714670244055470269,Netral
2023-10-18 15:48:48+00:00,1714669870175125964,ganjar  prabowo   anies   jarak ke  amp  ke  masih terkejarlah lha yg ke  ini surveinya universitas muhammadiyah malang melihat hasilnya kok begitu katanya di malang gerak jalan saja jutaan kok buncit juga apa ini juga dituduh pesanan httpstcoaaiwtsml,11,280,49,204,in,376007525,1714669870175125964,soeyoto1,https://twitter.com/soeyoto1/status/1714669870175125964,Netral
2023-10-18 15:48:07+00:00,1714669696107380756,hadiri deklarasi ganjar mahfud bersama anak muda pak ganjar dan pak mahfud kompak menyalami hadirin dengan balutan kostum kemeja putih dan jeans biru  keren  cc      orang baik pilih orang baik httpstcotlxanncic,2,0,47,201,in,1174287141909590017,1714669696107380756,seruanhl,https://twitter.com/seruanhl/status/1714669696107380756,Netral
2023-10-18 15:41:50+00:00,1714668116201120046,tgb pimpin doa dalam deklarasi cawapres    ya allah   mudahkanlah segala urusan hajat pak ganjar pranowo bersama pak    di pilpers   semoga  allah meridhoi bisa memenangkan pilpers     aamiin yra   httpstcoclybizsrx,2,7,36,148,in,1678363470134386689,1714668116201120046,Paramitha234,https://twitter.com/Paramitha234/status/1714668116201120046,Netral
2023-10-18 15:39:28+00:00,1714667520085651955,hadir di acara anak muda bukan cuma ganjar yg berpakaian ala anak muda prof mahfud pun ikut didandani memakai kemeja putih amp  celana jeans biru muda harus ketemu dong chemistrynya ama kaum muda beliau orang yang cocok bersama sayakata ganjar soal bacawapresnya httpstcoxetevilyj,3,14,69,318,in,980685208969031680,1714667520085651955,SantorinisSun,https://twitter.com/SantorinisSun/status/1714667520085651955,Netral
2023-10-18 15:37:02+00:00,1714666906744189160,hadiri deklarasi ganjar mahfud bersama anak muda capres dan cawapres yang baru saja dipasangkan kompak menyalami hadirin dengan balutan kostum kemeja putih dan jeans biru  orang baik pilih orang baik httpstcosuhlvqaydg,0,8,40,151,in,1226725839099707392,1714666906744189160,aan_muba,https://twitter.com/aan_muba/status/1714666906744189160,Netral
2023-10-18 15:20:31+00:00,1714662753070203346,pengen cerita tentang berita buruk buat para pemuja  tapi itu akan merusak suasana hati saya yang lagi bahagia ganjar dan mahfud akhirnya bersamasama  ,7,296,159,1442,in,4780649298,1714662753070203346,Dennysiregar7,https://twitter.com/Dennysiregar7/status/1714662753070203346,Netral
2023-10-18 15:10:18+00:00,1714660178333954051,jleb banget sih ini  jawaban pak ganjar saat ditanya apakah akan memberi karpet merah kepada anaknya ketika menjadi presiden   deklarasi capres cawapres ganjar mahfud  orang baik pilih orang baik httpstcoeaasltn,8,30,81,227,in,91185042,1714660178333954051,siticeriaselalu,https://twitter.com/siticeriaselalu/status/1714660178333954051,Netral
2023-10-18 15:06:19+00:00,1714659179972202782, salah satu indikasi jokowi mulai ditinggal pdip adalah saat wartawan bertanya kepada puan maharani tentang arah dukungan jokowi puan menjawab pertanyaannya harus ditanyakan pak jokowi bukan ke saya jadi nanti ditanyakan ke presiden kalau udah pulang masih dukung pak ganjar,0,55,9,181,in,57570619,1714642331196907901,danielht2009,https://twitter.com/danielht2009/status/1714659179972202782,Netral
2023-10-18 14:59:40+00:00,1714657505866096766,spa sangka pasangan yg dri kalangan kecil in kini berpasangan mnjdi capres amp  cawapres  tentu prjuangan mrk tdk mudah mrk akn melawan gurita raksasa tp sy prcya bhw kekuatan gurita raksasa tdk ad apnya jk dbandingkn dgn kekuatan rkyt  amp  rkyt bersama ganjar mahfud sahabatganjar httpstcofkbynwfscd,2,7,48,221,in,228628424,1714657505866096766,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1714657505866096766,Netral
2023-10-18 14:57:46+00:00,1714657027484778644,senyinyir apapun ebong terhadap gibran dia tidak akan peduli tujuan utamanya saat ini adalah fokus untuk menangkan ganjar  mahfud jadi presiden dan wakil presiden  jadi mulai sekarang fokus saja ulas prestasi gp jangan mulai hal lain ingat itu  httpstcocdwwvnwu,1,19,48,164,in,1276794185425670144,1714657027484778644,AnakLolina2,https://twitter.com/AnakLolina2/status/1714657027484778644,Netral
2023-10-18 14:50:02+00:00,1714655081642262934,madura itu basisnya ppp amp  pkb  tp setau sy org madura itu punya prinsip klw org madura yg maju pasti itu yg dipilih in adlh bentuk solidaritas org madura  ayo msyrakat madura februari nanti datang ke tps amp  sama kita menangkan ganjar mahfud  sahabatganjar  ganjaruntuksemua httpstcopadyizumm,0,7,30,110,in,228628424,1714655081642262934,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1714655081642262934,Netral
2023-10-18 14:46:24+00:00,1714654166948385209, anjir jadi susah  prabs thohir  yang satu prabs yang satu bikin dosa utang bumn imin anies  imin beban njir ganjar md  whai sama ganjar anjiiiing,173,47,204,1214,in,1421635583395328000,1714648828861882521,ahmahmNiam,https://twitter.com/ahmahmNiam/status/1714654166948385209,Netral
2023-10-18 14:40:57+00:00,1714652793947209829,hubungan skandal rp t dengan mahfud tibatiba jadi cawapres ganjar ada deal politik httpstcouojkbtfuq,13,22,130,228,in,3319260420,1714652793947209829,geloraco,https://twitter.com/geloraco/status/1714652793947209829,Netral
2023-10-18 14:32:12+00:00,1714650593254576181,deklarasi ganjar  mahfud untuk indonesia  gedung arsip nasional jakarta ganjarmahfud httpstcosqzutqwtk,3,8,92,352,in,1159475566069731331,1714650593254576181,BiLLRaY2019,https://twitter.com/BiLLRaY2019/status/1714650593254576181,Netral
2023-10-18 14:16:27+00:00,1714646627020165416,pesta hari ulang tahun opa jauh lebih mewah dihujani germerlapnya hingar bingar joget para elite  sedangkan acara mas ganjar amp  prof mahfud di area gedung arsip nasional malam ini hanya ditaburi keteduhan suka cita dengan dialog dari hati ke hati ttg indonesia secara httpstcolagbumm,4,36,144,489,in,1159689173340585984,1714646627020165416,__AnakKolong,https://twitter.com/__AnakKolong/status/1714646627020165416,Netral
2023-10-18 14:10:37+00:00,1714645158858195213,udah lama bicara tentang duet ganjar dan mahfud alhamdulillah akhirnya bisa terlaksana perjuangan baru dimulai kita selesaikan semua  httpstcodwjsdqmou httpstcoaiochgpx,15,233,216,1282,in,4780649298,1714645158858195213,Dennysiregar7,https://twitter.com/Dennysiregar7/status/1714645158858195213,Netral
2023-10-18 13:55:16+00:00,1714641296407593428,besok kita kawal  untuk pendaftaran ganjar mahfud ke kpu  ini bukan tentang ganjar ini bukan tentang mahfud tetapi tentang indonesia  httpstcoparpuysqos,1,5,89,197,in,1351138416088510467,1714641296407593428,B3doel___,https://twitter.com/B3doel___/status/1714641296407593428,Netral
